TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,LATITUDE,LONGITUDE,SUBWAY_STATION,DISTANCE,KINDERGARTEN,SCHOOL,COLLEGE,CAFE,BAR,PARKING,SUPERMARKET,ZIP_CODE
House,499999.0,4,2,1248.0,New York,Richmond County,Staten Island,Montell Street,40.6289462,-74.1388487,Grove Street (PATH),12917.51567251586,2.0,1.0,0.0,2.0,1.0,0.0,3.0,10302
House,599999.0,3,2,1272.0,New York,Richmond County,Staten Island,Reynolds Street,40.6111849,-74.0753235,Bay Parkway & 66 Street,7893.854021744145,0.0,3.0,0.0,5.0,3.0,2.0,5.0,10305
House,725000.0,4,2,2000.0,New York,Richmond County,Staten Island,Manor Road,40.6199521,-74.1237895,Bay Parkway & 66 Street,12016.850014048525,0.0,1.0,0.0,2.0,0.0,0.0,5.0,10314
House,998888.0,3,2,1780.0,New York,Kings County,Brooklyn,Fort Hamilton Parkway,40.6117545,-74.0323281,Bay Parkway & 66 Street,4254.958553534178,6.0,2.0,0.0,17.0,4.0,1.0,11.0,11209
Multi-family home,980000.0,3,4,2700.0,New York,Kings County,Brooklyn,Opal Court,40.586018,-73.9252126,Bay Parkway & 66 Street,5669.284727051805,0.0,5.0,0.0,1.0,3.0,0.0,1.0,11229
House,800000.0,3,2,2184.207862,New York,Queens County,Queens,Penelope Avenue,40.71593,-73.8858453,Elmhurst Avenue,2904.988291040955,0.0,10.0,0.0,25.0,13.0,4.0,17.0,11379
House,1299000.0,3,4,2219.6831448,New York,Bronx County,The Bronx,City Island Avenue,40.854862,-73.7906694,Baychester Avenue & Tillotson Avenue (Exit only),4819.299824219738,0.0,1.0,0.0,3.0,3.0,0.0,1.0,10464
House,799000.0,3,2,1128.0,New York,Kings County,Brooklyn,East 34th Street,40.6169213,-73.9415274,Bay Parkway & 66 Street,3458.814393672104,0.0,20.0,0.0,8.0,0.0,5.0,11.0,11234
House,995000.0,3,2,3080.0,New York,Bronx County,The Bronx,Haight Avenue,40.8513854,-73.854324,Castle Hill Avenue NE Corner,1908.877589824389,0.0,21.0,0.0,4.0,3.0,0.0,10.0,10461
House,1250000.0,5,3,2295.0,New York,Kings County,Brooklyn,66th Street,40.617019,-73.9878352,Bay Parkway & 66 Street,661.053609840464,1.0,16.0,0.0,24.0,0.0,0.0,22.0,11204
Multi-family home,1275000.0,3,4,2184.207862,New York,Queens County,Queens,Orient Avenue,40.7675169,-73.7439734,Platform A,414.7363979287719,0.0,3.0,0.0,5.0,0.0,1.0,2.0,11363
Multi-family home,749999.0,6,3,3150.0,New York,Bronx County,The Bronx,Amethyst Street,40.8453955,-73.868163,Castle Hill Avenue SW Corner,1865.510775314045,0.0,32.0,0.0,5.0,3.0,2.0,16.0,10462
Townhouse,2650000.0,5,4,2147.3247172,New York,Kings County,Brooklyn,New York Avenue,40.6711016,-73.9473427,Nostrand Avenue Station Entrance,787.0802790780759,17.0,30.0,1.0,90.0,59.0,4.0,36.0,11216
Co-op,999000.0,2,1,2184.207862,New York County,New York,Manhattan,139,40.7866659,-73.974142,Broadway & 86th St,298.6091235984051,14.0,39.0,0.0,133.0,46.0,20.0,37.0,10024
Co-op,279000.0,2,1,2184.207862,Queens County,Queens,Kew Gardens,8470,40.7069299,-73.82404,Platform B,604.7226120148476,2.0,10.0,1.0,10.0,9.0,12.0,19.0,11415
Condo,479000.0,2,2,1008.0,Richmond County,Staten Island,New Springville,57,40.5782884,-74.1583011,Bay Parkway & 66 Street,15406.952681368128,0.0,2.0,0.0,4.0,0.0,0.0,2.0,10314
Co-op,2300000.0,2,2,1600.0,New York,New York County,New York,East 7th Street,40.7236159,-73.9781735,1 Avenue & Houston St,905.1440423951492,12.0,36.0,4.0,329.0,280.0,9.0,88.0,10009
Pending,294000.0,1,2,1074.0,Queens County,Queens,Glen Oaks,26910,40.7577991,-73.7159564,Platform B,2811.1611483891065,0.0,4.0,0.0,2.0,1.0,4.0,3.0,11005
Multi-family home,1390000.0,6,5,2245.0,New York,Queens County,Queens,219th Street,40.7111134,-73.7361784,Platform B,678.3685438747397,0.0,8.0,0.0,2.0,0.0,1.0,4.0,11429
Co-op,450000.0,3,2,1026.0,Queens County,Queens,Rego Park,97-10,40.7323502,-73.8611654,67th Avenue,888.4084438243492,2.0,6.0,0.0,22.0,5.0,24.0,25.0,11374
Co-op,999000.0,3,2,2184.207862,New York County,New York,Manhattan,203,40.7982086,-73.9680164,St Nicholas Ave & Central Park North At Nw Corner,1295.604542457867,13.0,37.0,1.0,96.0,37.0,9.0,36.0,10025
House,1999000.0,4,4,3420.0,New York,Richmond County,Staten Island,Benedict Road,40.5939144,-74.1059876,Bay Parkway & 66 Street,10699.587358971648,0.0,0.0,0.0,3.0,0.0,0.0,3.0,10304
House,569900.0,4,2,2180.0,New York,Richmond County,Staten Island,Sherman Avenue,40.6395577,-74.0807615,4th Ave - 9th Street (R) to Bay Ridge,8506.644456142614,3.0,4.0,1.0,8.0,4.0,1.0,3.0,10301
House,1630000.0,7,4,2184.207862,New York,Queens County,Queens,Glenwood Street,40.7704732,-73.7318799,Platform B,867.2374656208335,0.0,2.0,0.0,8.0,0.0,0.0,4.0,11362
Multi-family home,689888.0,3,2,1300.0,New York,Queens County,Queens,120th Street,40.6780811,-73.8188973,Tracks 11 & 12,2572.7662166313157,0.0,6.0,0.0,0.0,6.0,2.0,10.0,11420
Co-op,378000.0,2,1,2184.207862,Queens County,Queens,Flushing,15010,40.7341999,-73.81974,Union Turnpike / Kew Gardens,2438.609946020199,2.0,6.0,0.0,7.0,3.0,30.0,12.0,11367
Co-op,149000.0,1,1,2184.207862,Queens County,Queens,Corona,11250,40.7581299,-73.8569399,Mets-Willets Point LIRR Platform,1260.896206073273,0.0,3.0,0.0,11.0,8.0,3.0,19.0,11368
Co-op,195000.0,1,1,2184.207862,Queens County,Queens,Flushing,44-20,40.7659255,-73.7453922,Platform B,403.9524745176985,0.0,3.0,0.0,6.0,0.0,1.0,1.0,11363
House,299000.0,1,1,608.0,New York,Richmond County,Staten Island,Seafoam Street,40.5638362,-74.0989788,Bay Parkway & 66 Street,11302.492924571836,1.0,1.0,0.0,8.0,0.0,0.0,2.0,10306
House,1750000.0,4,4,3645.0,New York,Queens County,Queens,147th Street,40.7968959,-73.822999,Platform A,3848.90311345282,0.0,2.0,0.0,1.0,1.0,0.0,0.0,11357
Townhouse,815000.0,3,2,2184.207862,New York,Queens County,Queens,80th Street,40.722658,-73.877617,67th Avenue,2082.4105940968984,1.0,5.0,0.0,17.0,3.0,11.0,11.0,11379
Multi-family home,989000.0,5,3,2184.207862,New York,Queens County,Queens,83rd Street,40.7531679,-73.8836878,Elmhurst Avenue,1268.0632856270547,1.0,6.0,0.0,27.0,20.0,5.0,38.0,11372
Condo,1075000.0,2,2,2184.207862,New York,New York County,New York,West 30th Street,40.7507895,-73.9974127,Moynihan Train Hall,205.14037897623064,7.0,24.0,7.0,365.0,183.0,33.0,50.0,10001
House,879000.0,2,1,1000.0,New York County,New York,Manhattan,1175,40.7615369,-73.9579786,63rd Street & 3rd Avenue at Northeast Corner,625.2005742445141,3.0,31.0,2.0,198.0,63.0,25.0,42.0,10065
Co-op,999995.0,2,1,2184.207862,New York County,New York,Manhattan,126,40.7321997,-73.9888999,Bleecker Street & Lafayette Street at Northeast Corner,839.638327513975,13.0,49.0,7.0,450.0,342.0,20.0,98.0,10003
Co-op,430000.0,2,2,1200.0,Bronx County,The Bronx,Spuyten Duyvil,2727,40.8830657,-73.9206428,190th St (A) lower level,2869.4314595515007,0.0,12.0,0.0,7.0,7.0,5.0,6.0,10463
Co-op,445000.0,3,2,2184.207862,Queens County,Queens,Flushing,138-10,40.7547252,-73.8255572,Platform B,549.8940967768324,0.0,10.0,0.0,31.0,7.0,6.0,29.0,11355
House,999000.0,3,2,1900.0,New York,Kings County,Brooklyn,Bay Ridge Parkway,40.6228038,-74.0109676,Bay Parkway & 66 Street,2676.395111323864,7.0,3.0,0.0,62.0,9.0,1.0,35.0,11228
House,2299000.0,6,4,2184.207862,New York,Queens County,Queens,70th Avenue,40.7171982,-73.8496941,Forest Hills Station Entrance,471.9076507744507,4.0,11.0,1.0,23.0,4.0,26.0,18.0,11375
House,1225000.0,4,2,1960.0,New York,Queens County,Queens,217th Street,40.7684802,-73.7666662,Platform A,668.8723496176364,1.0,3.0,0.0,10.0,1.0,1.0,2.0,11361
House,849000.0,3,2,2184.207862,New York,Queens County,Queens,Eliot Avenue,40.7282284,-73.8732527,Elmhurst Avenue,1666.4524915277832,1.0,5.0,0.0,18.0,4.0,15.0,21.0,11374
House,1350000.0,4,3,1760.0,New York,Queens County,Queens,186th Street,40.7293576,-73.7830175,Jamaica - 179th Street,1795.8226636048987,2.0,3.0,0.0,14.0,4.0,4.0,14.0,11366
Condo,600000.0,3,1,441.0,New York County,New York,Manhattan,1,40.7691094,-73.98162,6th Avenue & 57th Street at Southwest Corner,647.1288445661603,2.0,41.0,4.0,293.0,117.0,41.0,40.0,10023
Co-op,435000.0,3,1,2184.207862,New York County,New York,Manhattan,269,40.7799639,-73.9841598,Broadway & 86th St,1117.96252196436,6.0,35.0,2.0,126.0,63.0,30.0,24.0,10023
Pending,677999.8,4,4,1970.5247172000004,New York,Kings County,Brooklyn,Harbor View Terrace,40.6301693,-74.0384351,Bay Parkway & 66 Street,5135.970808684202,6.0,2.0,0.0,41.0,9.0,1.0,16.0,11209
Co-op,329000.0,1,1,750.0,Kings County,Brooklyn,Fort Hamilton,302,40.61593,-74.0335829,Bay Parkway & 66 Street,4370.916261094398,5.0,2.0,0.0,25.0,6.0,1.0,13.0,11209
Townhouse,1021999.0,3,4,2184.207862,New York,Kings County,Brooklyn,College Place,40.6963652,-73.9941542,East Broadway (F),1847.7578987803736,34.0,34.0,2.0,195.0,67.0,5.0,53.0,11201
House,599000.0,4,2,2184.207862,New York,Queens County,Queens,169th Street,40.7003331,-73.7875164,"Jamaica Center - Parsons/Archer (E,J,Z)",1077.7389471497845,2.0,4.0,0.0,5.0,9.0,5.0,27.0,11433
House,699999.0,4,2,2184.207862,New York,Kings County,Brooklyn,Pine Street,40.6862137,-73.8740777,East New York Entrance,2680.8810320153834,0.0,10.0,0.0,2.0,2.0,4.0,8.0,11208
Pending,539000.0,1,1,725.0,Queens County,Queens,Bayside,207-7,40.7865988,-73.7862803,Platform A - Overpass,2855.7331543215214,0.0,5.0,0.0,1.0,0.0,0.0,1.0,11360
Co-op,370000.0,3,1,2184.207862,New York County,New York,Manhattan,35,40.7450423,-73.9839731,Broadway & 23rd Street at Northeast Corner,576.4316358145942,11.0,34.0,8.0,450.0,217.0,51.0,69.0,10016
Townhouse,1499000.0,6,6,2184.207862,New York,Kings County,Brooklyn,Shore Parkway,40.583514,-73.9738903,Bay Parkway & 66 Street,3346.557729697122,2.0,5.0,0.0,20.0,8.0,4.0,11.0,11223
Co-op,299000.0,1,1,2184.207862,New York County,New York,Manhattan,318,40.7538054,-73.9935323,Moynihan Train Hall,273.4039976898099,8.0,29.0,6.0,379.0,178.0,55.0,52.0,10018
House,2400000.0,5,4,2337.3662896,New York,Richmond County,Staten Island,Mace Street,40.5752476,-74.1304878,Bay Parkway & 66 Street,13243.949543237744,2.0,3.0,0.0,9.0,0.0,0.0,3.0,10306
Condo,275000.0,1,1,850.0,Kings County,Brooklyn,Madison,3202,40.6056272,-73.943238,Bay Parkway & 66 Street,3387.1608774104257,1.0,25.0,1.0,11.0,1.0,2.0,13.0,11229
Co-op,1395000.0,3,3,1750.0,New York County,New York,Manhattan,789,40.7971343,-73.9722076,Broadway & 86th St,1049.7845102204583,12.0,30.0,1.0,96.0,31.0,10.0,32.0,10025
Condo,568000.0,2,1,550.0,Kings County,Brooklyn,Bensonhurst,1759,40.6141211,-73.9966616,Bay Parkway & 66 Street,1240.664244645012,1.0,12.0,0.0,22.0,0.0,0.0,17.0,11204
Multi-family home,1049000.0,3,2,2184.207862,New York,Queens County,Queens,41st Street,40.7751162,-73.902397,Platform A,3189.233600605599,0.0,6.0,0.0,48.0,39.0,1.0,21.0,11105
House,899000.0,4,2,1200.0,New York,Queens County,Queens,Whitestone Expressway,40.7791608,-73.8257555,Platform A,2042.9307107955551,0.0,4.0,0.0,6.0,1.0,1.0,6.0,11357
Co-op,495000.0,1,1,2184.207862,New York County,New York,Manhattan,257,40.7885633,-73.9767931,Broadway & 86th St,22.353321908973314,13.0,35.0,0.0,104.0,43.0,18.0,29.0,10024
House,535000.0,3,3,1328.0,New York,Bronx County,The Bronx,College Avenue,40.8355073,-73.9119966,Saint Nicholas Avenue & 168th Street at Southeast Corner,2370.738178943409,0.0,51.0,0.0,3.0,2.0,2.0,9.0,10456
Condo,1989000.0,2,2,1274.0,New York County,New York,Manhattan,406,40.7603978,-73.9919328,53rd Street & 7th Avenue at Southeast Corner,904.2544813123376,4.0,32.0,6.0,318.0,134.0,47.0,42.0,10036
House,699000.0,6,4,2223.0,New York,Bronx County,The Bronx,Fox Street,40.818678,-73.8954715,Southern Boulevard (exit only),394.5961982816972,2.0,45.0,1.0,0.0,1.0,4.0,8.0,10459
Co-op,369000.0,1,1,900.0,United States,New York,The Bronx,2400,40.8763984,-73.9184692,190th St (A) lower level,2283.559332128403,0.0,19.0,0.0,7.0,8.0,4.0,7.0,10463
House,599000.0,4,4,2100.0,New York,Queens County,Queens,Nameoke Avenue,40.6083635,-73.7565424,Broad Channel Station,5031.117984532559,0.0,6.0,0.0,0.0,1.0,0.0,2.0,11691
Co-op,169000.0,1,1,680.0,Kings County,Brooklyn,Midwood,2821,40.6150193,-73.9464928,Bay Parkway & 66 Street,3019.475841464794,1.0,23.0,1.0,10.0,0.0,5.0,12.0,11229
House,749000.0,3,2,1600.0,New York,Bronx County,The Bronx,Rhinelander Avenue,40.8544909,-73.8490394,Castle Hill Avenue NE Corner,2248.7922521655514,0.0,20.0,0.0,2.0,2.0,0.0,6.0,10461
Townhouse,475000.0,2,2,1364.0,New York,Richmond County,Staten Island,Corona Avenue,40.5634891,-74.1422664,Bay Parkway & 66 Street,14633.26880429138,1.0,3.0,0.0,1.0,1.0,0.0,1.0,10306
Co-op,124900.0,1,1,676.0,Bronx County,The Bronx,Norwood,3535,40.880833,-73.8758596,Bedford Park Blvd.,1374.768901247552,0.0,16.0,0.0,1.0,1.0,2.0,7.0,10467
Contingent,599000.0,3,1,1008.0,New York,Richmond County,Staten Island,Cascade Street,40.5819307,-74.1025463,Bay Parkway & 66 Street,10765.044492666622,1.0,1.0,0.0,8.0,0.0,0.0,3.0,10306
Contingent,689900.0,3,2,1486.0,New York,Richmond County,Staten Island,Campus Road,40.6126021,-74.0930021,Bay Parkway & 66 Street,9387.368226206112,0.0,3.0,0.0,1.0,0.0,1.0,4.0,10301
House,500800.0,7,2,1228.4415724,New York,Bronx County,The Bronx,Grosvenor Avenue,40.897896,-73.903306,Bedford park Blvd.,3106.5699586719156,0.0,10.0,0.0,5.0,1.0,10.0,6.0,10471
Condo,249000.0,2,1,815.0,New York,Bronx County,The Bronx,Purdy Street,40.840962,-73.854142,Castle Hill Avenue NE Corner,769.1245403659925,0.0,14.0,0.0,6.0,3.0,2.0,13.0,10462
Condo,509000.0,3,1,2184.207862,Queens County,Queens,Jackson Heights,91-10,40.7544029,-73.876343,Elmhurst Avenue,1456.6344052335146,1.0,6.0,0.0,21.0,18.0,6.0,40.0,11372
Townhouse,992600.0,4,6,2184.207862,New York,Kings County,Brooklyn,MacDonough Street,40.6819529,-73.9373297,Nostrand Avenue Station Entrance,927.1327571411643,8.0,18.0,1.0,90.0,61.0,5.0,29.0,11233
Multi-family home,1999000.0,6,4,2862.6415724,New York,Bronx County,The Bronx,Delafield Avenue,40.9110703,-73.9017893,Bedford park Blvd.,4442.466187759748,0.0,13.0,0.0,2.0,1.0,9.0,5.0,10471
Co-op,269000.0,1,1,2184.207862,Queens County,Queens,Astoria,21-57,40.7759232,-73.9087334,Platform A,3300.095667924694,1.0,6.0,0.0,52.0,45.0,1.0,21.0,11105
Townhouse,725000.0,4,3,2184.207862,New York,New York County,New York,East 93rd Street,40.7852855,-73.9560385,East 96th Street & Lexington Avenue at Southwest Corner,408.2391301865936,15.0,47.0,0.0,147.0,61.0,17.0,60.0,10128
Condo,2200000.0,3,4,1779.0,New York County,New York,Manhattan,530,40.7685084,-73.9499965,72nd Street & 2nd Avenue at Southeast Corner,704.9211783718323,4.0,39.0,1.0,131.0,53.0,14.0,44.0,10021
House,479000.0,4,2,1800.0,New York,Queens County,Queens,183rd Street,40.6714818,-73.7606794,Platform B,418.71447017812983,1.0,6.0,0.0,1.0,2.0,2.0,7.0,11413
Co-op,1446000.0,3,4,2184.207862,New York County,New York,Manhattan,960,40.7756423,-73.9642465,East 77th Street & Lexington Avenue at Northwest Corner,418.62556409189614,9.0,58.0,1.0,223.0,88.0,30.0,57.0,10075
Co-op,329000.0,1,1,2184.207862,Queens County,Queens,Forest Hills,6,40.7193051,-73.8453248,Forest Hills Station Entrance,35.08817809900497,4.0,11.0,1.0,21.0,4.0,52.0,18.0,11375
Pending,1500000.0,5,4,2068.5247172000004,New York,New York County,New York,Riverside Drive,40.8354875,-73.9459545,Broadway & 157th Street at Northwest Corner,150.0558271712028,1.0,19.0,1.0,19.0,4.0,4.0,17.0,10032
Townhouse,588000.0,4,3,2160.0,Bronx County,The Bronx,Fordham Manor,2546,40.8678944,-73.9078533,182-183 Street,1412.20263582864,0.0,37.0,0.0,5.0,7.0,8.0,19.0,10463
Condo,1907600.0,2,2,1652.0,New York,New York County,New York,East 77th Street,40.7720149,-73.9555341,East 77th Street & Lexington Avenue at Southeast Corner,394.4439273241278,3.0,38.0,1.0,143.0,53.0,15.0,40.0,10075
Co-op,169999.0,2,1,2184.207862,Queens County,Queens,Corona,112-30,40.7579027,-73.8562374,Mets-Willets Point LIRR Platform,1196.9079403398578,0.0,3.0,0.0,12.0,8.0,2.0,18.0,11368
Co-op,439000.0,1,1,950.0,Richmond County,Staten Island,Mid Island,10,40.638118,-74.073964,Church Ave,7982.872101042754,1.0,2.0,1.0,7.0,4.0,1.0,3.0,10301
House,758000.0,3,2,1760.0,New York,Queens County,Queens,Doran Avenue,40.708633,-73.865415,Forest Hills Station Entrance,2104.932589077202,1.0,6.0,0.0,7.0,2.0,8.0,8.0,11385
Co-op,448000.0,3,1,2184.207862,Queens County,Queens,Flushing,162-31,40.7932677,-73.7984822,Platform A,3505.396206884022,0.0,4.0,0.0,0.0,1.0,0.0,0.0,11357
Townhouse,1120800.0,4,4,2601.0,New York,Kings County,Brooklyn,Carroll Street,40.6834305,-74.005483,4th Ave - 9th Street (R) to Bay Ridge,2011.0861310668656,34.0,12.0,1.0,101.0,50.0,0.0,38.0,11231
Co-op,385000.0,1,1,900.0,Bronx County,The Bronx,Spuyten Duyvil,2500,40.876794,-73.9177034,190th St (A) lower level,2355.074589302175,0.0,17.0,0.0,7.0,8.0,4.0,7.0,10463
House,1475000.0,5,4,1928.0,New York,Queens County,Queens,Hicksville Road,40.5999698,-73.7455103,Broad Channel Station,6031.990339780822,0.0,6.0,0.0,0.0,1.0,1.0,2.0,11691
House,978000.0,3,2,2184.207862,New York,Queens County,Queens,196th Street,40.7337126,-73.7765367,Jamaica - 179th Street,2326.110133820919,1.0,2.0,0.0,14.0,1.0,2.0,11.0,11365
Condo,2700000.0,3,3,1398.0,Kings County,Brooklyn,Greenpoint,21,40.7320824,-73.9610327,Long Island City Station Platform,1102.843746766379,9.0,21.0,1.0,119.0,102.0,8.0,43.0,11222
House,1310400.0,4,4,2073.6415724,New York,Kings County,Brooklyn,Hampton Place,40.6717953,-73.9407352,Nostrand Avenue Station Entrance,891.6401105242168,13.0,33.0,1.0,67.0,48.0,5.0,28.0,11213
Co-op,349000.0,2,1,900.0,Bronx County,The Bronx,Spuyten Duyvil,629,40.8802558,-73.9168342,Bedford park Blvd.,2586.108990356755,0.0,15.0,0.0,7.0,8.0,5.0,7.0,10463
Townhouse,790000.0,3,2,1596.0,New York,Queens County,Queens,120th Street,40.7761945,-73.8477672,7 Train Stair Entrance,2355.196156063436,0.0,1.0,0.0,4.0,3.0,1.0,4.0,11354
Condo,750000.0,2,2,995.0,Queens County,Queens,Flushing,2,40.7784107,-73.7810479,Platform A - Overpass,1844.987053633515,0.0,5.0,0.0,4.0,1.0,0.0,1.0,11360
Co-op,1195000.0,3,3,995.0,Bronx County,The Bronx,Spuyten Duyvil,3001,40.8830898,-73.9165737,Bedford park Blvd.,2687.7390169026708,0.0,12.0,0.0,7.0,3.0,4.0,5.0,10463
Co-op,1750000.0,3,3,995.0,New York County,New York,Manhattan,285,40.7989206,-73.9723967,Broadway & 86th St,1230.89752412236,12.0,29.0,1.0,88.0,27.0,9.0,30.0,10025
House,874999.0,3,2,2868.0,New York,Richmond County,Staten Island,Saint Stephens Place,40.5771798,-74.119431,Bay Parkway & 66 Street,12288.400335156,1.0,2.0,0.0,8.0,0.0,0.0,3.0,10306
Co-op,324900.0,1,1,900.0,New York County,New York,Manhattan,251,40.8716437,-73.9178483,190th St (A) lower level,1889.490618242029,0.0,22.0,0.0,5.0,8.0,4.0,10.0,10034
Co-op,97500.0,2,1,791.0,Bronx County,The Bronx,East Bronx,1160,40.8279037,-73.881623,Southern Boulevard (exit only),1164.067248508909,2.0,29.0,0.0,3.0,1.0,5.0,10.0,10472
Condo,2200000.0,2,2,2035.0,New York County,New York,Manhattan,15,40.7708684,-73.966733,East 68th Street & Lexington Avenue at Northwest Corner,385.477652118838,3.0,55.0,3.0,258.0,105.0,36.0,56.0,10021
Contingent,999000.0,4,4,1798.0,New York,Richmond County,Staten Island,Piedmont Avenue,40.6032357,-74.0737747,Bay Parkway & 66 Street,7836.023136381791,2.0,2.0,0.0,4.0,1.0,1.0,6.0,10305
House,550000.0,2,2,995.0,New York,Bronx County,The Bronx,Wissman Avenue,40.8209689,-73.8074205,Castle Hill Avenue NE Corner,4004.8935944038176,0.0,7.0,0.0,0.0,0.0,0.0,0.0,10465
Co-op,519999.0,3,2,1100.0,Queens County,Queens,Jackson Heights,33-44,40.7551143,-73.8752634,Elmhurst Avenue,1560.4143397108878,1.0,7.0,0.0,23.0,18.0,6.0,40.0,11372
Contingent,999999.0,4,6,2662.2831448,New York,Kings County,Brooklyn,6th Avenue,40.6589824,-73.9920247,4th Ave - 9th Street (R) to Queens,1302.9226249125202,30.0,20.0,0.0,100.0,37.0,0.0,32.0,11215
House,611999.0,3,2,2184.207862,New York,Queens County,Queens,227th Street,40.6973209,-73.7315945,Platform B,2256.0176138343727,0.0,7.0,0.0,0.0,0.0,0.0,3.0,11411
House,1500000.0,3,3,2100.0,New York,Kings County,Brooklyn,Kensington Street,40.5786182,-73.9420211,Bay Parkway & 66 Street,5105.894747979209,0.0,7.0,0.0,7.0,2.0,1.0,7.0,11235
House,674200.0,5,4,1249.6,New York,Kings County,Brooklyn,Avenue P,40.611854,-73.9477154,Bay Parkway & 66 Street,2910.4998676188443,1.0,23.0,1.0,11.0,0.0,4.0,12.0,11229
Co-op,299999.0,2,1,857.0,Bronx County,The Bronx,East Bronx,44 A,40.8227774,-73.8084775,Castle Hill Avenue NE Corner,3850.691129211629,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10465
House,748888.0,2,2,1260.0,New York,Richmond County,Staten Island,Lander Avenue,40.6131085,-74.1603745,Bay Parkway & 66 Street,15088.642510656806,2.0,3.0,0.0,3.0,2.0,0.0,5.0,10314
House,630000.0,2,2,1450.0,New York,Richmond County,Staten Island,Buffalo Street,40.5604211,-74.1344639,Bay Parkway & 66 Street,14160.623474630058,1.0,3.0,0.0,3.0,1.0,0.0,2.0,10306
Condo,1389000.0,2,2,1043.0,New York County,New York,Manhattan,40,40.849705,-73.94014,181st St (A),185.6529537444808,0.0,13.0,1.0,12.0,4.0,3.0,11.0,10033
Co-op,319000.0,2,1,925.0,Queens County,Queens,Flushing,108-49,40.7355842,-73.8491198,67th Avenue,1004.8977836202382,2.0,4.0,0.0,22.0,7.0,45.0,20.0,11375
House,319000.0,3,1,2184.207862,New York,Richmond County,Staten Island,Eldridge Avenue,40.6242127,-74.1357292,Bay Parkway & 66 Street,13061.453370241576,1.0,1.0,0.0,3.0,0.0,0.0,6.0,10302
Multi-family home,1199000.0,4,3,1848.0,New York,Queens County,Queens,199th Street,40.7349473,-73.7733194,Jamaica - 179th Street,2526.738024726759,2.0,2.0,0.0,14.0,1.0,0.0,12.0,11366
Multi-family home,1500000.0,6,4,3328.0,New York,Richmond County,Staten Island,Jefferson Avenue,40.585111,-74.1036081,Bay Parkway & 66 Street,10742.915603457568,1.0,1.0,0.0,9.0,0.0,0.0,3.0,10306
House,780000.0,3,2,1320.0,New York,Kings County,Brooklyn,East 101st Street,40.6384339,-73.8899834,East New York Entrance,4282.268588286737,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11236
Co-op,350000.0,2,1,2184.207862,New York County,New York,Manhattan,655,40.8255972,-73.9529963,Broadway & 145th Street at Southeast Corner,229.8716432886331,1.0,34.0,3.0,25.0,9.0,2.0,18.0,10031
Co-op,255000.0,1,1,750.0,Kings County,Brooklyn,Coney Island,464,40.5792324,-73.9713245,Bay Parkway & 66 Street,3858.364533474694,2.0,5.0,0.0,17.0,8.0,4.0,12.0,11224
Condo,649000.0,2,2,905.0,New York,Kings County,Brooklyn,217,40.5855131,-73.9883977,Bay Parkway & 66 Street,3098.634163501125,2.0,3.0,0.0,14.0,6.0,3.0,7.0,11214
House,1480000.0,4,4,1596.0,New York,Queens County,Queens,143rd Street,40.7699832,-73.8257555,7 Train Escalator Entrance,1126.4235851118608,0.0,6.0,0.0,23.0,2.0,6.0,25.0,11354
House,628000.0,3,2,1824.0,New York,Richmond County,Staten Island,Lott Lane,40.5755968,-74.1636272,Bay Parkway & 66 Street,15919.506641685106,0.0,1.0,0.0,4.0,0.0,0.0,3.0,10314
Co-op,190000.0,2,1,875.0,Bronx County,The Bronx,West Bronx,3065,40.8766081,-73.8998497,Bedford park Blvd.,1105.6073720339907,0.0,22.0,0.0,7.0,2.0,7.0,11.0,10468
Condo,450000.0,2,1,2184.207862,Queens County,Queens,Flushing,132- 50,40.7541793,-73.8310866,Platform B,484.6089572672609,0.0,10.0,0.0,27.0,6.0,6.0,27.0,11355
Contingent,785000.0,3,2,1950.0,New York,Richmond County,Staten Island,Major Avenue,40.5990416,-74.0674289,Bay Parkway & 66 Street,7388.221000734563,2.0,0.0,0.0,3.0,1.0,0.0,5.0,10305
House,699900.0,3,2,1240.0,New York,Queens County,Queens,65th Street,40.71397,-73.8970573,Stanhope St & Wycoff Ave - NE Corner,2090.0376721438915,0.0,19.0,0.0,42.0,26.0,1.0,26.0,11379
Multi-family home,2495000.0,3,4,2184.207862,New York,Queens County,Queens,Ditmars Boulevard,40.7679759,-73.899664,Platform C,2418.0607556902182,0.0,5.0,0.0,56.0,49.0,0.0,25.0,11370
Co-op,149999.0,1,1,850.0,Bronx County,The Bronx,East Bronx,4295,40.8992144,-73.8624103,Baychester Avenue,3000.843068861269,0.0,14.0,0.0,2.0,11.0,0.0,10.0,10470
Co-op,208000.0,1,1,610.0,New York County,New York,Manhattan,159,40.7398044,-73.9980373,Broadway & 23rd Street at Southeast Corner,771.6548718736366,8.0,36.0,8.0,410.0,275.0,27.0,71.0,11357
Pending,172800.0,1,1,750.0,Kings County,Brooklyn,Mill Basin,2010,40.6149015,-73.9185548,Bay Parkway & 66 Street,5379.507727341684,0.0,1.0,0.0,3.0,0.0,2.0,3.0,11234
