TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,LATITUDE,LONGITUDE,SUBWAY_STATION,DISTANCE,KINDERGARTEN,SCHOOL,COLLEGE,CAFE,BAR,PARKING,SUPERMARKET,ZIP_CODE
Multi-family home,988888.0,5,3,2184.207862,New York,Kings County,Brooklyn,Mother Gaston Boulevard,40.6748665,-73.908063,East New York Entrance,459.27872923306114,1.0,15.0,0.0,16.0,8.0,4.0,14.0,11233
Co-op,369000.0,3,1,2184.207862,New York County,New York,Manhattan,125,40.7935524,-73.9687728,Broadway & 86th St,893.6985788818844,15.0,39.0,1.0,128.0,44.0,14.0,43.0,10025
Multi-family home,1040800.0,3,2,1728.4831448,New York,Kings County,Brooklyn,East 13th Street,40.5977433,-73.9578638,Bay Parkway & 66 Street,2658.644613980651,2.0,21.0,1.0,16.0,2.0,4.0,17.0,11229
Condo,2129400.0,3,4,2497.0,Brooklyn,Dumbo,John Street,John Street Park,40.7046228,-73.9878238,East Broadway (F),922.7149503909658,27.0,37.0,1.0,242.0,120.0,8.0,68.0,11201
Co-op,229000.0,3,1,500.0,Kings County,Brooklyn,Brighton Beach,2727,40.5822648,-73.9666622,Bay Parkway & 66 Street,3653.6434041500343,2.0,5.0,0.0,19.0,8.0,3.0,13.0,11235
Co-op,1212000.0,5,6,2184.207862,New York County,New York,Manhattan,2,40.768973,-73.969136,East 68th Street & Lexington Avenue at Southwest Corner,420.9994828426557,2.0,48.0,3.0,288.0,117.0,44.0,54.0,10065
Co-op,235000.0,1,1,2184.207862,Queens County,Queens,Flushing,68-5,40.7315119,-73.8286528,Platform A,1888.0079901960628,4.0,6.0,1.0,16.0,5.0,43.0,19.0,11367
Condo,2223800.0,3,2,1896.0,Kings County,Brooklyn,Prospect Heights,189,40.6781953,-73.9702616,Eastern Parkway - Brooklyn Museum,851.860671804081,54.0,33.0,1.0,215.0,118.0,5.0,71.0,11238
House,1288000.0,3,2,1538.0,United States,New York,Kings County,82nd Street,40.6013215,-73.986412,Bay Parkway & 66 Street,1347.5603979705486,1.0,12.0,0.0,24.0,1.0,0.0,14.0,11214
Co-op,875000.0,1,1,2184.207862,New York County,New York,Manhattan,225,40.7459915,-73.9956777,Moynihan Train Hall,519.9547087450009,11.0,36.0,8.0,418.0,219.0,39.0,67.0,10001
Multi-family home,1099000.0,6,5,1984.0831448000001,New York,Richmond County,Staten Island,Bay Street,40.6241719,-74.0746007,Bay Parkway & 66 Street,7927.078997344195,0.0,3.0,0.0,5.0,4.0,2.0,4.0,10304
Pending,1795000.0,2,2,2184.207862,Kings County,Brooklyn,Park Slope,420,40.6646996,-73.9831407,"7th Avenue (F,G)",372.3777416716318,49.0,24.0,0.0,133.0,58.0,0.0,37.0,11215
Townhouse,579000.0,3,2,2184.207862,New York,Queens County,Queens,114th Street,40.6863457,-73.8292298,111 Street,1367.737330656142,1.0,8.0,0.0,0.0,7.0,1.0,11.0,11419
House,868000.0,3,2,1690.0,New York,Queens County,Queens,79th Street,40.7187347,-73.875063,67th Avenue,2019.2239366989984,0.0,7.0,0.0,14.0,3.0,12.0,10.0,11379
House,699900.0,5,1,1827.0,New York,Queens County,Queens,90th Street,40.6917678,-73.8540537,111 Street,1544.694818525179,2.0,10.0,0.0,3.0,3.0,2.0,4.0,11421
House,559900.0,3,2,2184.207862,New York,Queens County,Queens,204th Street,40.6957516,-73.7490297,Platform A,2189.728011350649,0.0,7.0,0.0,0.0,1.0,0.0,8.0,11412
Co-op,650000.0,3,1,2184.207862,New York County,New York,Manhattan,100,40.7362367,-74.0070136,Broadway & Houston Street at Northeast Corner,1489.3507948424394,4.0,30.0,5.0,316.0,220.0,14.0,51.0,10014
Condo,209000.0,1,1,2184.207862,Bronx County,The Bronx,Parkchester,1470,40.836532,-73.859174,Castle Hill Avenue SW Corner,679.0152919746586,0.0,31.0,0.0,6.0,2.0,3.0,14.0,10462
Co-op,1695000.0,3,2,2184.207862,New York,Manhattan,East End Avenue,80 East End Owners,40.7731502,-73.9462859,83rd Street & 2nd Avenue at Northeast Corner,639.3771940439116,4.0,36.0,1.0,122.0,48.0,14.0,45.0,10028
House,570000.0,3,2,1728.0,New York,Bronx County,The Bronx,Pearsall Avenue,40.869166,-73.8520258,Baychester Avenue & Tillotson Avenue (Exit only),1644.793465892359,0.0,20.0,0.0,1.0,1.0,0.0,4.0,10469
Co-op,419800.0,2,1,1000.0,Queens County,Queens,Forest Hills,72-81,40.7199582,-73.8357232,Platform B Ramp,740.1944262165769,3.0,7.0,1.0,17.0,5.0,52.0,17.0,11375
Contingent,1875000.0,3,2,2184.207862,New York County,New York,Manhattan,140,40.7760492,-73.9577296,East 77th Street & Lexington Avenue at Northeast Corner,312.74772901107883,4.0,45.0,1.0,163.0,66.0,16.0,46.0,10028
Condo,1983800.0,3,3,2706.0,New York County,New York,Manhattan,241,40.744213,-73.987241,Broadway & 23rd Street at Northeast Corner,333.0027116182421,11.0,37.0,8.0,474.0,253.0,46.0,74.0,10016
Multi-family home,1201600.0,3,3,1470.8831448,New York,New York County,New York,East 105th Street,40.791206,-73.946512,East 103rd Street & Lexington Avenue at Southeast Corner,148.2574685362605,9.0,58.0,0.0,88.0,34.0,10.0,46.0,10029
Condo,1450000.0,2,2,1175.0,New York County,New York,Manhattan,123,40.7092191,-74.0137534,Greenwich St & Vesey St,397.9853833551296,5.0,14.0,2.0,197.0,60.0,12.0,41.0,10006
Multi-family home,975000.0,7,4,1920.0,New York,Bronx County,The Bronx,Commonwealth Avenue,40.8345273,-73.8686683,Castle Hill Avenue SW Corner,1424.8037608451195,1.0,28.0,0.0,5.0,3.0,2.0,15.0,10472
Co-op,210000.0,3,1,550.0,Queens County,Queens,Rego Park,97-10,40.7323502,-73.8611654,67th Avenue,888.4084438243492,2.0,6.0,0.0,22.0,5.0,24.0,25.0,11374
Co-op,310000.0,1,1,2184.207862,Bronx County,The Bronx,North Riverdale,5700,40.9069228,-73.9062512,Bedford park Blvd.,4125.5737256707,0.0,12.0,0.0,2.0,1.0,9.0,4.0,10471
Townhouse,830000.0,6,6,1773.6831448,New York,New York County,New York,East 63rd Street,40.7645068,-73.9653462,63rd Street & 3rd Avenue at Northwest Corner,47.95264001729934,2.0,36.0,2.0,262.0,92.0,43.0,50.0,10065
Multi-family home,1895000.0,5,4,2184.207862,New York,Kings County,Brooklyn,Van Buren Street,40.6925254,-73.9260278,Stanhope St & Wycoff Ave - SE Corner,1382.8929968891116,1.0,30.0,1.0,94.0,100.0,2.0,37.0,11221
Co-op,1446000.0,5,6,2184.207862,New York,New York County,New York,5th Avenue,40.7753473,-73.9646138,East 77th Street & Lexington Avenue at Southwest Corner,430.7270226150653,7.0,59.0,1.0,227.0,90.0,32.0,59.0,10075
Condo,1786799.8,3,2,1721.0,New York County,New York,Manhattan,77,40.7074175,-74.0135328,Greenwich St & Vesey St,584.0069470801441,6.0,14.0,2.0,182.0,51.0,11.0,38.0,10006
Co-op,440000.0,2,1,2184.207862,Kings County,Brooklyn,Crown Heights,1405,40.6733835,-73.9300041,Rockaway Avenue Station,1491.091167714212,3.0,27.0,1.0,42.0,28.0,5.0,22.0,11213
House,600000.0,2,2,2184.207862,Kings County,Brooklyn,Brownsville,571,40.6585229,-73.9047396,East New York Entrance,1920.309513852285,1.0,18.0,0.0,1.0,1.0,1.0,6.0,11212
Co-op,160000.0,3,1,2184.207862,Queens County,Queens,Corona,99-35,40.7376451,-73.8581248,67th Avenue,1242.2801482583773,2.0,5.0,0.0,20.0,7.0,19.0,29.0,11368
Multi-family home,674200.0,2,2,1378.0831448000001,New York,Kings County,Brooklyn,Newkirk Avenue,40.6351799,-73.9646138,Church Ave,1542.8328253057628,4.0,29.0,0.0,24.0,8.0,4.0,21.0,11230
House,599900.0,3,2,1534.0,New York,Bronx County,The Bronx,Adee Avenue,40.8697604,-73.8408611,Baychester Avenue & Tillotson Avenue (Exit only),1094.8741043434245,0.0,13.0,0.0,1.0,1.0,0.0,4.0,10469
Multi-family home,2499000.0,7,4,2184.207862,New York,Kings County,Brooklyn,52nd Street,40.6352404,-73.9966562,Church Ave,1678.463764444273,2.0,16.0,0.0,35.0,7.0,0.0,39.0,11219
Multi-family home,1850000.0,7,3,2240.0,New York,Kings County,Brooklyn,66th Street,40.6225358,-73.9970748,Bay Parkway & 66 Street,1653.1355140265728,1.0,19.0,0.0,26.0,1.0,0.0,25.0,11219
Condo,888000.0,3,2,1700.0,Kings County,Brooklyn,Dyker Heights,956,40.6226046,-74.0176964,Bay Parkway & 66 Street,3197.4626820597496,7.0,3.0,0.0,58.0,9.0,1.0,25.0,11228
Condo,1995000.0,1,2,910.0,New York County,New York,Manhattan,29,40.7852077,-73.9706676,Broadway & 86th St,630.9691986957022,16.0,46.0,0.0,158.0,65.0,22.0,42.0,10024
House,599000.0,3,2,1690.0,New York,Bronx County,The Bronx,Stickney Place,40.88047,-73.8503054,Baychester Avenue,1043.7747098007344,0.0,16.0,0.0,0.0,1.0,0.0,9.0,10469
Co-op,178000.0,3,1,719.0,New York,Queens County,Queens,Grand Central Parkway,40.7379227,-73.8470718,67th Avenue,1310.4137232592802,2.0,3.0,0.0,20.0,6.0,47.0,22.0,11375
Co-op,279900.0,1,1,850.0,Bronx County,The Bronx,Riverdale,679,40.8901764,-73.9146261,Bedford park Blvd.,2988.5827613829183,0.0,10.0,0.0,5.0,1.0,7.0,5.0,10463
Co-op,119000.0,3,1,2184.207862,Queens County,Queens,Jamaica,8900,40.7095699,-73.79113,"169 St & Hillside Ave, Southeast corner",182.47486963864037,2.0,6.0,0.0,8.0,11.0,8.0,27.0,11432
Co-op,935000.0,2,2,1150.0,New York County,New York,Manhattan,166,40.7856236,-73.9507052,East 96th Street & Lexington Avenue at Southeast Corner,18.834408307856133,13.0,52.0,0.0,112.0,44.0,13.0,49.0,10128
Pending,750000.0,3,2,1260.0,New York,New York County,New York,Adam Clayton Powell Junior Boulevard,40.8040569,-73.951435,Lenox Avenue & 116th Street at Northwest Corner,247.6799415594941,9.0,62.0,2.0,78.0,24.0,5.0,45.0,10026
Co-op,318000.0,3,1,450.0,New York County,New York,Manhattan,200,40.7467649,-73.976998,Grand Central 43rd Street / Lexington Avenue entrance,610.2553528794261,13.0,32.0,5.0,381.0,168.0,49.0,66.0,10016
Townhouse,528000.0,2,2,2184.207862,New York,Queens County,Queens,Inwood Street,40.6850187,-73.7977904,Tracks 11 & 12,1804.5333211413783,0.0,3.0,0.0,1.0,2.0,2.0,12.0,11436
Townhouse,616800.0,7,3,1591.6831448,New York,New York County,New York,East 61st Street,40.7636541,-73.9681695,East 60th Street & Lexington Avenue at Northwest Corner,78.79598528970646,4.0,43.0,4.0,298.0,102.0,49.0,47.0,10065
Co-op,199888.0,1,1,2184.207862,Queens County,Queens,Howard Beach,153-25,40.6661012,-73.8471882,111 Street,3543.0090819615593,1.0,2.0,0.0,1.0,0.0,2.0,1.0,11414
Multi-family home,580800.0,6,5,2184.207862,New York,New York County,New York,East 50th Street,40.7534926,-73.9655356,East 53rd Street & 3rd Avenue at Southeast Corner,541.2319851029017,10.0,27.0,6.0,274.0,74.0,44.0,53.0,10022
Co-op,315000.0,2,1,1000.0,Bronx County,The Bronx,Riverdale,3935,40.890384,-73.9117878,Bedford park Blvd.,2828.934354272727,0.0,11.0,0.0,6.0,2.0,7.0,7.0,10471
Co-op,899000.0,1,1,2184.207862,New York County,New York,Manhattan,300,40.7570928,-73.9663495,East 53rd Street & 3rd Avenue at Northeast Corner,241.23746703004787,7.0,30.0,5.0,293.0,85.0,45.0,51.0,10022
Multi-family home,2050000.0,4,2,1760.0,New York,Kings County,Brooklyn,Eagle Street,40.735132,-73.9536334,Long Island City Station Platform,789.5997539951613,5.0,10.0,1.0,79.0,66.0,9.0,28.0,11222
Condo,615000.0,2,1,733.0,New York,Queens County,Queens,Northern Boulevard,40.7654814,-73.8178731,Platform A,402.734304150725,0.0,9.0,0.0,25.0,3.0,6.0,27.0,11354
Co-op,385000.0,3,1,440.0,New York County,New York,Manhattan,400,40.7682097,-73.9846027,53rd Street & 7th Avenue at Northeast Corner,636.8320584352977,2.0,31.0,4.0,286.0,109.0,40.0,38.0,10019
Condo,209000.0,1,1,650.0,Richmond County,Staten Island,Castleton Corners,1000,40.6202645,-74.1099106,Bay Parkway & 66 Street,10847.594814774404,1.0,0.0,0.0,1.0,0.0,0.0,4.0,10301
Co-op,259000.0,3,1,590.0,Queens County,Queens,Jackson Heights,3535,40.7510999,-73.89118,Platform C,1112.5992257650555,1.0,6.0,0.0,33.0,27.0,5.0,40.0,11372
Co-op,695000.0,1,1,2184.207862,New York County,New York,Manhattan,303,40.776554,-73.9876401,53rd Street & 7th Avenue at Northeast Corner,1594.6505050214064,3.0,29.0,2.0,145.0,77.0,30.0,26.0,10023
Multi-family home,1980000.0,3,3,3536.0,New York,Kings County,Brooklyn,East 19th Street,40.5875466,-73.9501033,Bay Parkway & 66 Street,3912.9176341760544,2.0,11.0,0.0,19.0,4.0,1.0,15.0,11235
Co-op,1950000.0,2,2,2184.207862,New York County,New York,Manhattan,350,40.7341122,-74.004816,Broadway & Houston Street at Northeast Corner,1189.2233690052396,6.0,35.0,6.0,352.0,266.0,13.0,65.0,10014
Pending,1595000.0,4,2,2627.0,New York,Bronx County,The Bronx,Tulfan Terrace,40.8872408,-73.9082189,Bedford park Blvd.,2369.932851584121,0.0,12.0,0.0,5.0,1.0,7.0,4.0,10463
Multi-family home,919000.0,6,3,1760.0,New York,Bronx County,The Bronx,Continental Avenue,40.8529073,-73.830339,Castle Hill Avenue NE Corner,2729.002764068427,0.0,5.0,0.0,3.0,1.0,0.0,5.0,10461
Co-op,499000.0,3,2,1200.0,Bronx County,The Bronx,3G,1100,40.831991,-73.919124,Saint Nicholas Ave & 155th St At Ne Corner,1858.374639210504,0.0,56.0,1.0,3.0,5.0,2.0,10.0,10456
Co-op,359000.0,2,1,850.0,New York County,New York,Manhattan,1901,40.804259,-73.9415268,Lenox Avenue & 125th Street at Southeast Corner,494.6968132938684,3.0,65.0,2.0,59.0,18.0,1.0,35.0,10035
Condo,771770.0,2,2,710.0,Queens County,Queens,Flushing,134-16,40.7639577,-73.8325965,7 Train Stair Entrance,518.6654933238146,0.0,8.0,0.0,25.0,5.0,6.0,26.0,11354
Condo,1656999.8,3,2,2693.0,New York County,New York,Manhattan,144,40.7404065,-73.9970822,Broadway & 23rd Street at Southeast Corner,681.6267876161776,8.0,36.0,8.0,417.0,266.0,28.0,72.0,10011
Townhouse,888800.0,3,2,1806.1662896000003,New York,New York County,New York,East 64th Street,40.7664631,-73.9679613,East 68th Street & Lexington Avenue at Southwest Corner,340.30530687775916,2.0,45.0,3.0,292.0,101.0,40.0,53.0,10065
Co-op,2037999.8,6,4,2700.0,New York County,New York,Manhattan,47,40.7822272,-73.9575194,East 86th Street & Lexington Avenue at Northwest Corner,310.89099089478736,13.0,56.0,1.0,169.0,67.0,17.0,54.0,10128
Co-op,695000.0,1,2,2184.207862,New York County,New York,Manhattan,955,40.7687538,-73.9631311,East 68th Street & Lexington Avenue at Northeast Corner,116.58015760870894,2.0,45.0,2.0,223.0,85.0,32.0,50.0,10021
Multi-family home,1398000.0,4,2,2184.207862,New York,Queens County,Queens,173rd Street,40.7283735,-73.7970194,Hillside Ave Homelawn St,1968.238200529792,2.0,4.0,0.0,17.0,6.0,3.0,16.0,11366
Condo,645000.0,3,1,419.0,New York County,New York,Manhattan,181,40.7424515,-73.996531,Broadway & 23rd Street at Northeast Corner,644.7013269260646,11.0,35.0,8.0,433.0,253.0,31.0,71.0,10011
Multi-family home,859000.0,6,3,2184.207862,New York,Bronx County,The Bronx,Findlay Avenue,40.8340749,-73.9113421,Southern Boulevard (exit only),2237.7083682868456,0.0,54.0,0.0,3.0,2.0,4.0,11.0,10456
House,707800.0,5,2,2184.207862,New York,New York County,New York,East 83rd Street,40.7776535,-73.957772,East 86th Street & Lexington Avenue at Southwest Corner,260.2188752646628,8.0,48.0,1.0,165.0,68.0,18.0,51.0,10028
Condo,1250000.0,2,2,1434.0,New York County,New York,Manhattan,380,40.810446,-73.943187,Lenox Avenue & 125th Street at Northeast Corner,332.4396558911893,2.0,78.0,2.0,58.0,16.0,1.0,36.0,10027
Co-op,449000.0,2,1,2184.207862,Queens County,Queens,Glen Oaks,75-38,40.7493102,-73.7118303,Platform A,2750.712292883278,0.0,3.0,0.0,1.0,2.0,6.0,9.0,11004
Condo,2035800.0,5,4,2051.6415724,New York,New York County,New York,Laight Street,40.7221603,-74.0078633,Broadway & Houston Street at Southeast Corner,1008.2621123927609,7.0,31.0,5.0,370.0,229.0,13.0,72.0,10013
Co-op,998600.0,2,2,2184.207862,New York,Manhattan,5th Avenue,Glucksman Ireland House,40.7316673,-73.996478,Bleecker Street & Lafayette Street at Northwest Corner,640.6127815625218,11.0,49.0,7.0,452.0,349.0,19.0,96.0,10003
Multi-family home,1399000.0,4,4,2049.0,New York,Kings County,Brooklyn,Gates Avenue,40.6890219,-73.9244415,Rockaway Avenue Station,1471.976101555967,1.0,24.0,0.0,85.0,87.0,5.0,37.0,11221
Condo,738999.0,3,3,2184.207862,New York,Manhattan,West 13th Street,Arnhold Hall,40.7366739,-73.9966616,Broadway & 23rd Street at Southeast Corner,809.6228005399782,9.0,40.0,7.0,433.0,330.0,22.0,78.0,10011
Co-op,1049000.0,4,3,2400.0,Bronx County,The Bronx,Spuyten Duyvil,750,40.881939,-73.9204858,190th St (A) lower level,2757.701845409008,0.0,11.0,0.0,7.0,7.0,5.0,6.0,10463
House,995000.0,4,3,2000.0,New York,Bronx County,The Bronx,Tiemann Avenue,40.8580267,-73.837909,Baychester Avenue & Tillotson Avenue (Exit only),2368.3292926173585,0.0,11.0,0.0,3.0,2.0,0.0,5.0,10469
Co-op,1669000.0,3,3,2184.207862,New York County,New York,Manhattan,875,40.7701916,-73.9682413,East 68th Street & Lexington Avenue at Southwest Corner,417.2008355069613,2.0,55.0,3.0,268.0,111.0,41.0,55.0,10065
Co-op,360000.0,2,2,2184.207862,Queens County,Queens,Bayside,211-35,40.7806336,-73.7800528,Platform A - Overpass,2041.91291447558,0.0,5.0,0.0,3.0,1.0,0.0,1.0,11360
Co-op,750000.0,3,2,1600.0,New York,New York County,New York,Park Avenue,40.7813792,-73.9554399,East 86th Street & Lexington Avenue at Northwest Corner,183.47957131101708,12.0,55.0,1.0,148.0,56.0,16.0,53.0,10128
Co-op,1035800.0,6,6,2184.207862,New York County,New York,Manhattan,640,40.7676314,-73.9668788,East 68th Street & Lexington Avenue at Southwest Corner,213.1945068369539,2.0,46.0,3.0,273.0,104.0,38.0,51.0,10065
Co-op,300000.0,1,1,800.0,Kings County,Brooklyn,Coney Island,2942,40.5774084,-73.9732594,Bay Parkway & 66 Street,4021.89842128084,2.0,5.0,0.0,16.0,7.0,3.0,10.0,11224
House,675888.0,3,1,1662.0,New York,Richmond County,Staten Island,Amboy Road,40.5517925,-74.1441587,Bay Parkway & 66 Street,15313.53784418524,2.0,0.0,0.0,2.0,2.0,0.0,3.0,10308
Co-op,215000.0,1,1,2184.207862,Queens County,Queens,Kew Gardens,118-66,40.7062291,-73.8326755,Platform B,374.7011572464855,3.0,13.0,1.0,14.0,7.0,13.0,15.0,11415
Condo,250000.0,3,1,2184.207862,Kings County,Brooklyn,East New York,380,40.6576494,-73.8782466,East New York Entrance,2887.0491323856154,1.0,4.0,0.0,0.0,0.0,0.0,3.0,11207
Multi-family home,2749000.0,3,6,2851.6831448,New York,Kings County,Brooklyn,East 17th Street,40.5974982,-73.9539607,Bay Parkway & 66 Street,2936.715242484075,2.0,21.0,1.0,17.0,2.0,2.0,16.0,11229
Townhouse,860000.0,3,2,2000.0,New York,Kings County,Brooklyn,East 40th Street,40.6315943,-73.9376928,Church Ave,3770.44602521838,0.0,11.0,0.0,5.0,1.0,2.0,2.0,11210
Condo,1195000.0,1,1,713.0,New York County,New York,Manhattan,57,40.7147947,-74.0064392,Nassau Street & Frankfort Street at Southeast Corner,348.6274932374786,9.0,28.0,2.0,302.0,180.0,10.0,63.0,10007
House,825000.0,3,2,1400.0,New York,Queens County,Queens,38th Avenue,40.7537084,-73.8542469,Mets-Willets Point LIRR Platform,877.1313771438308,0.0,3.0,0.0,12.0,7.0,5.0,20.0,11368
Co-op,295000.0,2,1,2184.207862,The Bronx,Riverdale,Oxford Avenue,Parking lot,40.8858375,-73.9088586,Bedford park Blvd.,2305.9417508403326,0.0,15.0,0.0,7.0,2.0,6.0,4.0,10463
Pending,999000.0,1,2,1150.0,New York County,New York,Manhattan,403,40.7614157,-73.9599761,63rd Street & 3rd Avenue at Northeast Corner,491.1082955024268,5.0,30.0,2.0,214.0,69.0,32.0,40.0,10065
Condo,599000.0,1,1,2184.207862,New York County,New York,Manhattan,158,40.7879956,-73.9485879,East 103rd Street & Lexington Avenue at Southeast Corner,256.34679577120914,12.0,54.0,0.0,98.0,42.0,13.0,45.0,10029
Multi-family home,1169900.0,6,4,2310.0,New York,Queens County,Queens,46th Avenue,40.7462943,-73.8609962,Mets-Willets Point LIRR Platform,1592.4732915887507,1.0,4.0,0.0,20.0,9.0,11.0,36.0,11368
House,1855999.8,6,6,3600.0,New York,Kings County,Brooklyn,Saint Marks Place,40.6824096,-73.9820791,Clinton-Washington,1386.531934796902,72.0,41.0,1.0,223.0,110.0,3.0,77.0,11217
House,1760760.0,4,2,2159.8,New York,New York County,New York,East 22nd Street,40.739891,-73.9882646,Broadway & 23rd Street at Southeast Corner,152.59710620614263,12.0,38.0,8.0,473.0,303.0,42.0,79.0,10010
Multi-family home,2099000.0,3,6,3520.0,New York,Kings County,Brooklyn,66th Street,40.6190481,-73.9912327,Bay Parkway & 66 Street,1025.6310501420594,1.0,20.0,0.0,22.0,1.0,0.0,20.0,11204
Co-op,339000.0,1,1,2184.207862,Queens County,Queens,Forest Hills,77-35,40.7162869,-73.8314446,Union Turnpike / Kew Gardens,313.1756455463908,3.0,8.0,1.0,17.0,8.0,51.0,16.0,11375
Co-op,255000.0,1,1,2184.207862,Queens County,Queens,Flushing,68-5,40.7315119,-73.8286528,Platform A,1888.0079901960628,4.0,6.0,1.0,16.0,5.0,43.0,19.0,11367
Co-op,140000.0,3,1,2184.207862,Queens County,Queens,Jamaica,164-20,40.7101573,-73.7988498,"Hillside Ave 169 St, Northwest corner",479.2791172023367,1.0,6.0,0.0,10.0,13.0,8.0,28.0,11432
Co-op,240000.0,3,1,500.0,Queens County,Queens,Forest Hills,70-25,40.7223221,-73.8493655,Platform A,453.6414199895341,3.0,8.0,1.0,19.0,3.0,48.0,18.0,11375
Co-op,1775000.0,2,2,2184.207862,New York County,New York,Manhattan,261,40.7787812,-73.9837783,Broadway & 86th St,1214.0055631705643,6.0,36.0,2.0,133.0,66.0,30.0,25.0,10023
Co-op,1195000.0,2,2,650.0,New York County,New York,Manhattan,241,40.7435603,-73.9784968,Broadway & 23rd Street at Northeast Corner,912.2335143529194,12.0,31.0,7.0,402.0,186.0,44.0,65.0,10016
House,699000.0,3,2,2040.0,New York,Bronx County,The Bronx,Wheeler Avenue,40.8247339,-73.8794549,Southern Boulevard (exit only),1118.7249490183965,2.0,27.0,0.0,3.0,1.0,4.0,10.0,10472
Co-op,1669000.0,2,2,2184.207862,New York County,New York,Manhattan,875,40.7701916,-73.9682413,East 68th Street & Lexington Avenue at Southwest Corner,417.2008355069613,2.0,55.0,3.0,268.0,111.0,41.0,55.0,10065
Multi-family home,1398000.0,5,6,2620.5247171999995,New York,Kings County,Brooklyn,Senator Street,40.6376945,-74.0263049,Church Ave,3990.328859741368,8.0,4.0,0.0,53.0,10.0,0.0,24.0,11220
Co-op,299000.0,3,1,650.0,Queens County,Queens,Flushing,42-55,40.7533589,-73.8250479,Platform B,695.5337221874115,0.0,10.0,0.0,33.0,7.0,6.0,28.0,11355
Co-op,500000.0,3,1,450.0,New York County,New York,Manhattan,101,40.7361563,-73.9977295,Broadway & 23rd Street at Southeast Corner,916.2107764659332,8.0,41.0,7.0,428.0,332.0,21.0,80.0,10011
Condo,450888.0,1,1,2184.207862,Queens County,Queens,Flushing,6360,40.7319691,-73.8541569,67th Avenue,546.8907701177219,2.0,5.0,0.0,21.0,3.0,29.0,21.0,11374
Co-op,298000.0,1,1,790.0,Kings County,Brooklyn,Gravesend,2620,40.5860215,-73.9668364,Bay Parkway & 66 Street,3261.5020533643687,2.0,6.0,0.0,23.0,8.0,3.0,14.0,11235
Co-op,230000.0,1,1,2184.207862,New York,Kings County,Brooklyn,1360,40.6291705,-73.9575654,Church Ave,2421.4112267478645,4.0,20.0,0.0,17.0,7.0,4.0,13.0,11230
Condo,748000.0,2,2,713.0,Queens County,Queens,Flushing,41-62,40.7576255,-73.8231097,7 Train Stair Entrance,517.6412538436822,0.0,10.0,0.0,28.0,4.0,6.0,29.0,11355
Co-op,585500.0,4,6,2184.207862,New York,New York County,New York,Park Avenue,40.7985635,-73.943597,East 116th Street & Lexington Avenue at Southwest Corner,145.53883193111187,7.0,60.0,2.0,70.0,20.0,4.0,35.0,10128
Townhouse,866799.0,4,4,2184.207862,New York,New York County,New York,East 70th Street,40.7688879,-73.962056,East 68th Street & Lexington Avenue at Northeast Corner,191.85449914436808,2.0,38.0,2.0,215.0,80.0,28.0,48.0,10021
House,735000.0,3,2,2350.0,New York,Bronx County,The Bronx,Hatting Place,40.8170494,-73.802331,Castle Hill Avenue NE Corner,4571.604563242659,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10465
